,Cycle,Branch,State,Pollster,Grade,Population,Clinton_adj_poll,Trump_adj_poll
2164,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.827740000000006,44.62663
2165,2016,President,Illinois,Ipsos,A-,lv,51.438759999999995,34.20534
2166,2016,President,Wisconsin,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,47.85758,35.863859999999995
2167,2016,President,Wisconsin,Google Consumer Surveys,B,lv,47.57008,35.45925
2168,2016,President,U.S.,Ipsos,A-,lv,41.00213,41.26445
2169,2016,President,New Hampshire,MassINC Polling Group,A-,lv,42.86827,43.435359999999996
2170,2016,President,Montana,Google Consumer Surveys,B,lv,37.40258,40.847
2171,2016,President,New Hampshire,Ipsos,A-,lv,42.57039,45.07587
2172,2016,President,California,Ipsos,A-,lv,62.534659999999995,24.63976
2173,2016,President,South Dakota,Google Consumer Surveys,B,lv,42.85667,43.217490000000005
2174,2016,President,U.S.,CVOTER International,C+,lv,46.96198,43.030229999999996
2175,2016,President,New York,Marist College,A,rv,59.439319999999995,35.91681
2176,2016,President,U.S.,CVOTER International,C+,lv,46.87072,43.59357
2177,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,45.8174,41.931509999999996
2178,2016,President,South Dakota,Google Consumer Surveys,B,lv,35.438109999999995,47.36874
2179,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,41.83014,43.400859999999994
2180,2016,President,New Jersey,Google Consumer Surveys,B,lv,44.39228,43.68529
2181,2016,President,Arizona,Public Policy Polling,B+,v,39.93238,43.84693
2182,2016,President,Rhode Island,Google Consumer Surveys,B,lv,51.91061,28.19835
2183,2016,President,U.S.,YouGov,B,rv,44.79736,41.5441
2184,2016,President,Georgia,Ipsos,A-,lv,37.31982,48.37857
2185,2016,President,Delaware,Google Consumer Surveys,B,lv,41.46516,40.30064
2186,2016,President,Pennsylvania,Ipsos,A-,lv,45.81906,43.87914
2187,2016,President,South Carolina,Ipsos,A-,lv,44.74627,48.9883
2188,2016,President,U.S.,Ipsos,A-,lv,40.59285,41.892720000000004
2189,2016,President,North Carolina,"National Research, Inc.",B+,lv,38.34044,42.79573
2190,2016,President,U.S.,Pew Research Center,B+,rv,50.937259999999995,47.21011
2191,2016,President,Idaho,Ipsos,A-,lv,26.336609999999997,57.906290000000006
2192,2016,President,Kentucky,Google Consumer Surveys,B,lv,39.386559999999996,51.898990000000005
2193,2016,President,U.S.,Saint Leo University,C+,lv,41.398140000000005,39.13346
2194,2016,President,Arkansas,Google Consumer Surveys,B,lv,41.10635,48.95375
2195,2016,President,Wisconsin,Ipsos,A-,lv,38.16604,40.07485
2196,2016,President,U.S.,CVOTER International,C+,lv,47.48768,42.94246
2197,2016,President,Wyoming,Google Consumer Surveys,B,lv,33.58448,50.90424
2198,2016,President,U.S.,Gravis Marketing,B-,lv,42.290890000000005,38.26117
2199,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.2516,44.50508
2200,2016,President,Connecticut,Google Consumer Surveys,B,lv,49.26875,34.804390000000005
2201,2016,President,U.S.,Ipsos,A-,lv,40.785940000000004,40.42647
2202,2016,President,Vermont,Google Consumer Surveys,B,lv,50.38157,20.92982
2203,2016,President,South Carolina,Google Consumer Surveys,B,lv,37.56296,46.97102
2204,2016,President,Texas,Ipsos,A-,lv,30.46244,48.387640000000005
2205,2016,President,Nebraska,Google Consumer Surveys,B,lv,34.82662,49.41965
2206,2016,President,Arizona,Ipsos,A-,lv,38.98745,46.095929999999996
2207,2016,President,U.S.,Google Consumer Surveys,B,lv,42.7168,42.52995
2208,2016,President,Arkansas,Ipsos,A-,lv,41.68942,48.44212
2209,2016,President,New Jersey,Ipsos,A-,lv,47.739329999999995,37.5209
2210,2016,President,Michigan,Mitchell Research & Communications,D,lv,45.927609999999994,41.03431
2211,2016,President,Nevada,Rasmussen Reports/Pulse Opinion Research,C+,lv,42.686370000000004,44.948409999999996
2212,2016,President,Tennessee,Google Consumer Surveys,B,lv,31.13597,57.14598
2213,2016,President,Ohio,Google Consumer Surveys,B,lv,38.729,42.83356
2214,2016,President,U.S.,CVOTER International,C+,lv,47.6585,42.59492
2215,2016,President,Florida,Ipsos,A-,lv,46.66035,50.54515
2216,2016,President,Maryland,Google Consumer Surveys,B,lv,51.0054,34.02069
2217,2016,President,Virginia,Google Consumer Surveys,B,lv,43.29762,44.656000000000006
2218,2016,President,Minnesota,Google Consumer Surveys,B,lv,44.40139,34.86476
2219,2016,President,Ohio,Ipsos,A-,lv,46.82147,43.509609999999995
2220,2016,President,Colorado,Ipsos,A-,lv,43.052929999999996,38.460679999999996
2221,2016,President,Oklahoma,Google Consumer Surveys,B,lv,36.62885,52.865140000000004
2222,2016,President,Alaska,Google Consumer Surveys,B,lv,36.89857,47.24535
2223,2016,President,Oregon,Ipsos,A-,lv,46.45547,35.54687
2224,2016,President,Nebraska,Ipsos,A-,lv,36.75528,44.9541
2225,2016,President,Alabama,Google Consumer Surveys,B,lv,26.005020000000002,64.5621
2226,2016,President,Iowa,Google Consumer Surveys,B,lv,37.791270000000004,43.576029999999996
2227,2016,President,New Mexico,Google Consumer Surveys,B,lv,34.72827,38.510670000000005
2228,2016,President,North Carolina,Google Consumer Surveys,B,lv,39.26582,47.25672
2229,2016,President,Texas,Google Consumer Surveys,B,lv,36.67048,49.778240000000004
2230,2016,President,Arizona,Google Consumer Surveys,B,lv,44.612559999999995,40.05549
2231,2016,President,Missouri,Remington,,lv,43.21656,46.288070000000005
2232,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.08336,44.54165
2233,2016,President,Colorado,Google Consumer Surveys,B,lv,47.829390000000004,36.538740000000004
2234,2016,President,Washington,Google Consumer Surveys,B,lv,44.25271,36.31346
2235,2016,President,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,rv,46.48932,37.80449
2236,2016,President,New Hampshire,Google Consumer Surveys,B,lv,52.973119999999994,38.49214
2237,2016,President,U.S.,CVOTER International,C+,lv,46.96668,43.48355
2238,2016,President,Maine,Ipsos,A-,lv,41.58178,42.5328
2239,2016,President,U.S.,Morning Consult,,rv,42.94166,42.51469
2240,2016,President,Hawaii,Google Consumer Surveys,B,lv,50.46151,31.89475
2241,2016,President,U.S.,CVOTER International,C+,lv,46.5663,44.084720000000004
2242,2016,President,California,Ipsos,A-,lv,59.66882,32.85172
2243,2016,President,New York,Google Consumer Surveys,B,lv,49.34264,37.17538
2244,2016,President,Michigan,Google Consumer Surveys,B,lv,41.97654,41.50391
2245,2016,President,West Virginia,Google Consumer Surveys,B,lv,27.058559999999996,57.38006
2246,2016,President,U.S.,CVOTER International,C+,lv,46.43305,43.704679999999996
2247,2016,President,Nevada,Google Consumer Surveys,B,lv,42.14526,42.25308
2248,2016,President,West Virginia,Ipsos,A-,lv,39.11728,48.52791
2249,2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,41.97125,43.08214
2250,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.842040000000004,44.900259999999996
2251,2016,President,U.S.,Harvard University,C+,lv,44.70245,41.43769
2252,2016,President,Massachusetts,Google Consumer Surveys,B,lv,50.630790000000005,36.76879
2253,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.77283,44.7694
2254,2016,President,Kansas,Ipsos,A-,lv,35.431020000000004,52.262170000000005
2255,2016,President,Missouri,Google Consumer Surveys,B,lv,40.30656,39.63685
2256,2016,President,Tennessee,Ipsos,A-,lv,31.240170000000003,50.087920000000004
2257,2016,President,Iowa,Ipsos,A-,lv,40.551970000000004,44.97938
2258,2016,President,Indiana,Ipsos,A-,lv,30.7081,55.163880000000006
2259,2016,President,Ohio,Quinnipiac University,A-,lv,46.01517,45.06575
2260,2016,President,Mississippi,Ipsos,A-,lv,36.02633,54.77177
2261,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,43.54053,41.63977
2262,2016,President,Mississippi,Google Consumer Surveys,B,lv,33.99362,61.08133
2263,2016,President,Florida,Google Consumer Surveys,B,lv,41.06627,49.05643
2264,2016,President,U.S.,CVOTER International,C+,lv,45.8784,44.5131
2265,2016,President,Oregon,Google Consumer Surveys,B,lv,49.76096,38.11253
2266,2016,President,Illinois,Google Consumer Surveys,B,lv,43.56134,38.0098
2267,2016,President,U.S.,Ipsos,A-,lv,41.36825,39.4653
2268,2016,President,Michigan,Ipsos,A-,lv,42.86931,43.550909999999995
2269,2016,President,Maine,Google Consumer Surveys,B,lv,43.529540000000004,41.74178
2270,2016,President,Oklahoma,Ipsos,A-,lv,35.104820000000004,48.320029999999996
2271,2016,President,Louisiana,Google Consumer Surveys,B,lv,31.014870000000002,58.25555
2272,2016,President,California,Google Consumer Surveys,B,lv,52.285540000000005,38.1293
2273,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.95073,44.444109999999995
2274,2016,President,Michigan,"Glengariff Group, Inc.",B,lv,40.07438,37.480990000000006
2275,2016,President,Kansas,Google Consumer Surveys,B,lv,43.87303,42.48388
2276,2016,President,Indiana,Google Consumer Surveys,B,lv,38.91247,40.04762
2277,2016,President,U.S.,CVOTER International,C+,lv,45.917,44.365829999999995
2278,2016,President,U.S.,IBD/TIPP,A-,rv,48.027390000000004,43.2552
2279,2016,President,Missouri,Ipsos,A-,lv,34.94733,51.15415
2280,2016,President,California,YouGov,B,lv,46.74885,35.787729999999996
2281,2016,President,District of Columbia,Google Consumer Surveys,B,lv,61.702569999999994,31.8813
2282,2016,President,U.S.,ABC News/Washington Post,A+,rv,43.37061,47.97445
2283,2016,President,U.S.,SurveyMonkey,C-,lv,45.4071,42.360209999999995
2284,2016,President,Idaho,Ipsos,A-,lv,27.415029999999998,49.51498
2285,2016,President,North Dakota,Google Consumer Surveys,B,lv,28.07361,51.172909999999995
2286,2016,President,Wisconsin,Google Consumer Surveys,B,lv,49.40717,32.4875
2287,2016,President,Louisiana,Ipsos,A-,lv,36.56307,57.64643
2288,2016,President,Alabama,Ipsos,A-,lv,39.13668,52.505219999999994
2289,2016,President,U.S.,Ipsos,A-,lv,40.84077,39.21987
2290,2016,President,New York,Emerson College,B,lv,53.67471,35.76955
2291,2016,President,Maryland,ABC News/Washington Post,A+,rv,60.926880000000004,29.835720000000002
2292,2016,President,Idaho,Google Consumer Surveys,B,lv,32.662729999999996,44.72742
2293,2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.98808,39.26363
2294,2016,President,Washington,Ipsos,A-,lv,45.07164,36.09659
2295,2016,President,U.S.,Quinnipiac University,A-,rv,43.86286,42.55924
2296,2016,President,Connecticut,Ipsos,A-,lv,46.93163,40.47231
2297,2016,President,Nevada,Ipsos,A-,lv,41.90692,35.32178
2298,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.41753,44.989059999999995
2299,2016,President,Kentucky,Ipsos,A-,lv,41.41798,47.33488
2300,2016,President,New Jersey,Google Consumer Surveys,B,lv,42.76614,44.16198
2301,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,41.89445,43.214929999999995
2302,2016,President,Kentucky,Google Consumer Surveys,B,lv,36.81534,48.39541
2303,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.182159999999996,42.228590000000004
2304,2016,President,Georgia,Google Consumer Surveys,B,lv,38.03502,47.55125
2305,2016,President,New Hampshire,Public Policy Polling,B+,v,42.87778,40.59995
2306,2016,President,New Hampshire,Ipsos,A-,lv,32.48106,48.88986
2307,2016,President,U.S.,CVOTER International,C+,lv,45.520540000000004,44.62596
2308,2016,President,Delaware,Google Consumer Surveys,B,lv,42.88997,31.9625
2309,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.08409,41.245979999999996
2310,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.70643,44.34779
2311,2016,President,Washington,Google Consumer Surveys,B,lv,51.33976,32.677929999999996
2312,2016,President,Mississippi,Google Consumer Surveys,B,lv,32.26477,56.118930000000006
2313,2016,President,Georgia,Ipsos,A-,lv,40.45139,47.168479999999995
2314,2016,President,Minnesota,Ipsos,A-,lv,41.35281,33.29052
2315,2016,President,U.S.,Ipsos,A-,lv,42.3967,37.686240000000005
2316,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,41.83183,43.84682
2317,2016,President,West Virginia,Google Consumer Surveys,B,lv,32.991640000000004,56.21998000000001
2318,2016,President,U.S.,CVOTER International,C+,lv,45.31469,44.80798
2319,2016,President,Pennsylvania,Ipsos,A-,lv,48.875890000000005,44.58357
2320,2016,President,Pennsylvania,Marist College,A,rv,45.26245,40.82263
2321,2016,President,U.S.,Gravis Marketing,B-,rv,47.71262,45.22085
2322,2016,President,Michigan,SurveyUSA,A,lv,45.02264,36.95943
2323,2016,President,New Hampshire,Dartmouth College,B,rv,35.471379999999996,33.84234
2324,2016,President,West Virginia,Ipsos,A-,lv,38.44733,50.403009999999995
2325,2016,President,Georgia,Time/Abt SRBI,A-,rv,41.659079999999996,48.29287
2326,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.44984,44.33805
2327,2016,President,Connecticut,Google Consumer Surveys,B,lv,46.139179999999996,35.09148
2328,2016,President,Ohio,Google Consumer Surveys,B,lv,40.86319,40.60557
2329,2016,President,Arkansas,Google Consumer Surveys,B,lv,39.06769,50.97871
2330,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.28218,43.20319
2331,2016,President,Illinois,Marist College,A,rv,54.50343,34.91234
2332,2016,President,South Carolina,Ipsos,A-,lv,45.23301,46.98977
2333,2016,President,Oregon,Clout Research/Wenzel Strategies,C-,lv,41.99027,43.49139
2334,2016,President,Arizona,Ipsos,A-,lv,39.10095,46.077659999999995
2335,2016,President,Arizona,Behavior Research Center (Rocky Mountain),A,rv,41.5202,39.509029999999996
2336,2016,President,Mississippi,"Mason-Dixon Polling & Research, Inc.",B+,rv,41.3041,48.72991
2337,2016,President,U.S.,Google Consumer Surveys,B,lv,41.94905,42.23352
2338,2016,President,Massachusetts,Ipsos,A-,lv,47.70414,32.73935
2339,2016,President,U.S.,Ipsos,A-,lv,43.34043,36.46611
2340,2016,President,Texas,Ipsos,A-,lv,31.475440000000003,49.1377
2341,2016,President,U.S.,CVOTER International,C+,lv,45.576879999999996,45.006609999999995
2342,2016,President,Nebraska,Ipsos,A-,lv,43.73473,42.2494
2343,2016,President,South Dakota,Google Consumer Surveys,B,lv,40.55028,34.72294
2344,2016,President,Mississippi,Ipsos,A-,lv,37.71409,53.41479
2345,2016,President,Montana,Google Consumer Surveys,B,lv,39.91405,42.2024
2346,2016,President,Arkansas,Ipsos,A-,lv,38.78165,48.90831
2347,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.6368,43.7747
2348,2016,President,U.S.,Google Consumer Surveys,B,lv,38.62457,38.84594
2349,2016,President,Maine,Ipsos,A-,lv,37.934670000000004,41.17957
2350,2016,President,Ohio,Ipsos,A-,lv,47.0536,45.7267
2351,2016,President,Colorado,Google Consumer Surveys,B,lv,43.64196,37.23688
2352,2016,President,Rhode Island,Google Consumer Surveys,B,lv,41.36574,37.335679999999996
2353,2016,President,Oklahoma,Google Consumer Surveys,B,lv,36.01016,45.56671
2354,2016,President,South Carolina,Google Consumer Surveys,B,lv,37.442029999999995,48.27187
2355,2016,President,North Carolina,Google Consumer Surveys,B,lv,39.75538,45.82233
2356,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.37727,41.18309
2357,2016,President,Michigan,Google Consumer Surveys,B,lv,41.91046,39.21982
2358,2016,President,New York,Quinnipiac University,A-,rv,53.13738000000001,35.476209999999995
2359,2016,President,Wisconsin,Ipsos,A-,lv,37.20559,38.76679
2360,2016,President,U.S.,American Research Group,C+,rv,50.32653,42.526509999999995
2361,2016,President,Arizona,Google Consumer Surveys,B,lv,41.278659999999995,42.76449
2362,2016,President,U.S.,CVOTER International,C+,lv,44.25136,46.0142
2363,2016,President,Maryland,Google Consumer Surveys,B,lv,54.25261999999999,31.882990000000003
2364,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.37364,43.89955
2365,2016,President,U.S.,Morning Consult,,rv,43.91924,43.75143
2366,2016,President,North Carolina,Ipsos,A-,lv,45.62257,44.93047
2367,2016,President,Florida,Google Consumer Surveys,B,lv,37.33815,50.99732
2368,2016,President,Oregon,Google Consumer Surveys,B,lv,46.3405,37.01727
2369,2016,President,Texas,Google Consumer Surveys,B,lv,35.985859999999995,50.175990000000006
2370,2016,President,Illinois,Ipsos,A-,lv,49.73242,37.17933
2371,2016,President,U.S.,Ipsos,A-,lv,43.26342,36.86226
2372,2016,President,Iowa,Google Consumer Surveys,B,lv,43.819320000000005,38.92685
2373,2016,President,U.S.,YouGov,B,rv,43.97513,41.29155
2374,2016,President,Idaho,Ipsos,A-,lv,28.49448,44.78103
2375,2016,President,Kansas,Ipsos,A-,lv,35.55986,48.22947
2376,2016,President,Tennessee,Google Consumer Surveys,B,lv,37.87422,52.01099
2377,2016,President,Louisiana,Google Consumer Surveys,B,lv,30.6661,57.8532
2378,2016,President,U.S.,CVOTER International,C+,lv,44.320890000000006,45.878170000000004
2379,2016,President,Missouri,Google Consumer Surveys,B,lv,41.58376,41.38325
2380,2016,President,North Dakota,Google Consumer Surveys,B,lv,28.99595,52.945130000000006
2381,2016,President,Oklahoma,Ipsos,A-,lv,30.387929999999997,54.763369999999995
2382,2016,President,Connecticut,Emerson College,B,lv,46.26893,39.67954
2383,2016,President,Illinois,Google Consumer Surveys,B,lv,46.09233,37.27026
2384,2016,President,Indiana,Google Consumer Surveys,B,lv,38.10764,39.55115
2385,2016,President,U.S.,Ipsos,A-,lv,43.67881,37.671440000000004
2386,2016,President,Massachusetts,Western New England University,A-,rv,59.144709999999996,30.064040000000002
2387,2016,President,New York,Ipsos,A-,lv,50.27776,29.50425
2388,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.84709,41.39198
2389,2016,President,Alaska,Google Consumer Surveys,B,lv,38.63288,38.22343
2390,2016,President,Virginia,Google Consumer Surveys,B,lv,44.37406,39.371340000000004
2391,2016,President,Iowa,Ipsos,A-,lv,42.2195,40.77095
2392,2016,President,New Mexico,Google Consumer Surveys,B,lv,43.5597,36.719359999999995
2393,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.27083,43.98642
2394,2016,President,Oregon,Ipsos,A-,lv,43.78478,40.096740000000004
2395,2016,President,Wisconsin,St. Norbert College,A-,rv,45.41491,37.54282
2396,2016,President,U.S.,CVOTER International,C+,lv,43.86517,46.2414
2397,2016,President,Nevada,Ipsos,A-,lv,39.67756,39.603190000000005
2398,2016,President,Michigan,Ipsos,A-,lv,42.00152,41.22913
2399,2016,President,New Jersey,Google Consumer Surveys,B,lv,43.61339,42.20259
2400,2016,President,New Hampshire,Ipsos,A-,lv,39.34458,40.775220000000004
2401,2016,President,Nevada,Google Consumer Surveys,B,lv,41.77664,42.55426
2402,2016,President,Nebraska,Google Consumer Surveys,B,lv,36.14803,43.07547
2403,2016,President,Maine,Google Consumer Surveys,B,lv,52.29926,27.629479999999997
2404,2016,President,Florida,Ipsos,A-,lv,47.2615,48.1099
2405,2016,President,Massachusetts,Google Consumer Surveys,B,lv,51.644870000000004,33.24181
2406,2016,President,U.S.,YouGov,B,rv,43.92197,41.91802
2407,2016,President,New York,Google Consumer Surveys,B,lv,48.69112,36.15947
2408,2016,President,Alabama,Google Consumer Surveys,B,lv,28.361690000000003,63.61662
2409,2016,President,Wyoming,Google Consumer Surveys,B,lv,28.81105,50.4876
2410,2016,President,U.S.,Ipsos,A-,lv,41.68591,38.28127
2411,2016,President,Virginia,Ipsos,A-,lv,49.55273,37.24545
2412,2016,President,California,Google Consumer Surveys,B,lv,53.52455,35.98363
2413,2016,President,Nebraska,Ipsos,A-,lv,33.32497,50.424209999999995
2414,2016,President,Minnesota,Ipsos,A-,lv,42.65553,35.444359999999996
2415,2016,President,Connecticut,Ipsos,A-,lv,49.598009999999995,39.22765
2416,2016,President,Indiana,Ipsos,A-,lv,32.45422,55.37041
2417,2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,46.23072,47.05513
2418,2016,President,U.S.,CVOTER International,C+,lv,44.45348,45.823859999999996
2419,2016,President,Wisconsin,Google Consumer Surveys,B,lv,44.77618,35.33062
2420,2016,President,Alabama,Ipsos,A-,lv,41.61459,49.522870000000005
2421,2016,President,Missouri,Ipsos,A-,lv,38.933,46.94301
2422,2016,President,Tennessee,Ipsos,A-,lv,32.2358,46.76698
2423,2016,President,Georgia,Google Consumer Surveys,B,lv,38.973690000000005,48.83105
2424,2016,President,Texas,Ipsos,A-,lv,31.36243,47.03259
2425,2016,President,Mississippi,Google Consumer Surveys,B,lv,29.91586,61.9714
2426,2016,President,South Dakota,Google Consumer Surveys,B,lv,31.516679999999997,44.39667
2427,2016,President,Idaho,Google Consumer Surveys,B,lv,33.185179999999995,45.2703
2428,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.349579999999996,42.889759999999995
2429,2016,President,U.S.,Ipsos,A-,lv,42.20041,37.276720000000005
2430,2016,President,South Carolina,Google Consumer Surveys,B,lv,38.88326,49.949259999999995
2431,2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.48018,40.15593
2432,2016,President,Kentucky,Ipsos,A-,lv,42.500009999999996,46.77175
2433,2016,President,Arkansas,Google Consumer Surveys,B,lv,34.743190000000006,48.49733
2434,2016,President,Louisiana,Ipsos,A-,lv,38.92975,51.758109999999995
2435,2016,President,U.S.,SurveyMonkey,C-,lv,46.08933,41.23193
2436,2016,President,U.S.,CVOTER International,C+,lv,44.62291,45.47361
2437,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.76686,42.07593
2438,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,40.77694,44.21029
2439,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.57594,39.13004
2440,2016,President,New Hampshire,Google Consumer Surveys,B,lv,58.67,31.0758
2441,2016,President,Michigan,Marist College,A,rv,48.96285,38.37245
2442,2016,President,Texas,Ipsos,A-,lv,31.55627,45.87061
2443,2016,President,Minnesota,Google Consumer Surveys,B,lv,41.8716,33.80956
2444,2016,President,Hawaii,Google Consumer Surveys,B,lv,60.263000000000005,32.92876
2445,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.42654,42.45865
2446,2016,President,Vermont,Google Consumer Surveys,B,lv,66.93093,19.548289999999998
2447,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.66663,41.10754
2448,2016,President,Kentucky,Google Consumer Surveys,B,lv,44.006679999999996,41.08117
2449,2016,President,Connecticut,Google Consumer Surveys,B,lv,48.260670000000005,34.44928
2450,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.86939,43.03828
2451,2016,President,Minnesota,Google Consumer Surveys,B,lv,42.10816,35.42646
2452,2016,President,Illinois,Ipsos,A-,lv,55.46743000000001,31.001070000000002
2453,2016,President,Washington,Google Consumer Surveys,B,lv,49.11074,34.25647
2454,2016,President,U.S.,Ipsos,A-,lv,41.02964,39.15371
2455,2016,President,District of Columbia,Google Consumer Surveys,B,lv,51.35764,35.08875
2456,2016,President,Maine,Ipsos,A-,lv,31.959870000000002,38.83227
2457,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.02735,43.0211
2458,2016,President,U.S.,CVOTER International,C+,lv,45.39649,44.47815
2459,2016,President,Georgia,Ipsos,A-,lv,42.45037,46.940509999999996
2460,2016,President,Washington,Ipsos,A-,lv,48.722809999999996,33.74828
2461,2016,President,Alabama,Google Consumer Surveys,B,lv,24.19288,64.38946
2462,2016,President,Arkansas,Ipsos,A-,lv,39.01404,46.26977
2463,2016,President,Texas,Google Consumer Surveys,B,lv,35.973,47.76231
2464,2016,President,Massachusetts,Ipsos,A-,lv,45.82072,33.91433
2465,2016,President,Florida,Google Consumer Surveys,B,lv,38.10884,49.15867
2466,2016,President,Maryland,Google Consumer Surveys,B,lv,53.13395,32.8158
2467,2016,President,California,Ipsos,A-,lv,62.73346,25.02133
2468,2016,President,U.S.,Google Consumer Surveys,B,lv,42.22047,42.04687
2469,2016,President,New York,Ipsos,A-,lv,51.7501,31.605159999999998
2470,2016,President,U.S.,Ipsos,A-,lv,41.47398,39.0146
2471,2016,President,Ohio,Google Consumer Surveys,B,lv,38.41514,42.47871
2472,2016,President,Nevada,Ipsos,A-,lv,38.69872,39.43657
2473,2016,President,Illinois,Google Consumer Surveys,B,lv,45.04253,37.52091
2474,2016,President,Colorado,Google Consumer Surveys,B,lv,44.89004,37.14779
2475,2016,President,Nevada,Google Consumer Surveys,B,lv,37.24087,50.45884
2476,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.19515,44.0009
2477,2016,President,Kansas,Ipsos,A-,lv,35.13963,48.08501
2478,2016,President,U.S.,CBS News/New York Times,A-,rv,47.98601,44.226000000000006
2479,2016,President,Kansas,Google Consumer Surveys,B,lv,51.29445,35.37209
2480,2016,President,Oklahoma,Google Consumer Surveys,B,lv,31.50635,51.022090000000006
2481,2016,President,Arizona,Google Consumer Surveys,B,lv,42.31256,43.1044
2482,2016,President,U.S.,YouGov,B,rv,45.36737,41.12175
2483,2016,President,U.S.,Marist College,A,rv,47.66087,44.20262
2484,2016,President,U.S.,Morning Consult,,rv,43.69082,43.11996
2485,2016,President,Montana,Google Consumer Surveys,B,lv,43.27537,37.34057
2486,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.95378,43.02952
2487,2016,President,Delaware,Google Consumer Surveys,B,lv,41.170629999999996,41.797290000000004
2488,2016,President,New York,Ipsos,A-,lv,53.47619,32.68582
2489,2016,President,Georgia,Lake Research Partners,B+,lv,47.7185,39.23922
2490,2016,President,Illinois,Ipsos,A-,lv,52.292229999999996,27.005940000000002
2491,2016,President,Iowa,Ipsos,A-,lv,40.27827,42.98806
2492,2016,President,New Jersey,Rutgers University,B-,rv,48.43861,40.396809999999995
2493,2016,President,Florida,Saint Leo University,C+,lv,46.57651,39.200070000000004
2494,2016,President,U.S.,CVOTER International,C+,lv,46.65258,43.39975
2495,2016,President,New Mexico,Google Consumer Surveys,B,lv,48.94239,34.2511
2496,2016,President,Oklahoma,Ipsos,A-,lv,27.500970000000002,59.06378
2497,2016,President,Pennsylvania,Ipsos,A-,lv,47.77843,42.211040000000004
2498,2016,President,Wisconsin,Ipsos,A-,lv,35.56858,40.35925
2499,2016,President,West Virginia,Google Consumer Surveys,B,lv,41.129509999999996,48.320609999999995
2500,2016,President,Maryland,Ipsos,A-,lv,52.536680000000004,31.939909999999998
2501,2016,President,Oregon,Ipsos,A-,lv,44.20159,37.960679999999996
2502,2016,President,U.S.,Ipsos,A-,lv,41.83287,38.25
2503,2016,President,Oregon,Google Consumer Surveys,B,lv,49.95197,36.81338
2504,2016,President,Idaho,Dan Jones & Associates,C+,a,31.354059999999997,51.66986
2505,2016,President,Indiana,Google Consumer Surveys,B,lv,36.50447,43.88243
2506,2016,President,U.S.,Pew Research Center,B+,rv,47.094570000000004,40.36742
2507,2016,President,U.S.,CVOTER International,C+,lv,47.09718,43.82869
2508,2016,President,Arizona,Ipsos,A-,lv,40.830729999999996,44.94608
2509,2016,President,South Carolina,Ipsos,A-,lv,40.39884,51.5858
2510,2016,President,Missouri,DFM Research,B-,lv,39.03915,41.86995
2511,2016,President,Massachusetts,Google Consumer Surveys,B,lv,56.506530000000005,32.76542
2512,2016,President,Tennessee,Google Consumer Surveys,B,lv,34.37556,53.17575
2513,2016,President,Indiana,Public Opinion Strategies,B,lv,35.6953,49.36974
2514,2016,President,Missouri,Google Consumer Surveys,B,lv,42.7719,39.53798
2515,2016,President,New York,Google Consumer Surveys,B,lv,47.11542,39.535920000000004
2516,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.75554,44.74973
2517,2016,President,North Carolina,Google Consumer Surveys,B,lv,37.41859,47.24406
